"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
NA,14,14,NA,14,14,14,14,14,NA,14,14,14,NA,14,14,NA,14,NA,NA,14,14,14,NA,14,14,14,14,NA,NA,NA,14,14,14,NA,14,14,NA,NA,NA,NA,14,NA,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,NA,14,14,14,NA,NA,14,NA,14,14,14,NA,14,14,NA,NA,14,14,14,14,NA,NA,NA,14,NA,NA,14,NA,14,NA,14,14,NA,14,NA,NA,NA,14,NA,14,NA,NA,14,14,14
14,NA,14,14,NA,14,14,14,14,14,14,14,NA,NA,14,14,NA,14,14,NA,14,14,NA,NA,14,NA,NA,NA,NA,14,14,14,14,NA,NA,NA,NA,14,14,14,14,NA,NA,NA,NA,14,14,14,NA,NA,NA,14,14,14,14,NA,NA,14,14,14,NA,14,NA,14,14,NA,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,NA,NA,NA,NA,14,14,NA,NA,NA,14,14,NA,14,NA,14,14,NA,NA,NA,NA,NA,NA,14
NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,NA,NA,14,14,14,NA,14,NA,NA,14,14,14,14,NA,14,14,NA,NA,NA,NA,14,NA,NA,NA,14,14,14,NA,14,14,14,NA,NA,14,14,NA,NA,NA,14,NA,14,14,14,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,14,NA,14,NA,14,NA,NA,NA,14,NA,14,14,14,NA,NA,NA,NA,14
NA,NA,14,NA,NA,14,NA,14,14,NA,14,NA,NA,14,14,NA,NA,NA,NA,14,NA,NA,NA,14,14,14,NA,14,14,NA,NA,14,14,14,14,14,14,NA,14,14,14,NA,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,14,14,14,NA,NA,14,NA,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,NA,14,NA,NA,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,14,14,14,14,14,14,14
NA,14,NA,NA,14,14,14,NA,14,14,NA,14,NA,14,NA,NA,NA,NA,14,14,NA,14,NA,NA,14,14,14,14,NA,14,NA,14,14,NA,NA,NA,14,14,14,NA,NA,14,14,14,14,14,14,14,NA,NA,14,NA,NA,NA,NA,14,NA,NA,14,NA,NA,14,14,14,NA,14,NA,NA,14,NA,NA,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,NA,14,14,NA,14,14,14,NA,14,NA,14,NA,14,14
NA,NA,14,14,NA,14,14,14,14,14,14,NA,14,NA,NA,14,NA,14,NA,14,NA,14,14,14,NA,14,14,NA,14,NA,14,14,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,14,NA,NA,NA,14,14,14,NA,NA,14,NA,NA,14,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,14,14,NA,14,NA,NA,14,NA,NA,14,NA,14,14,NA,14,NA,14,14,NA,NA,NA,14,14,14,NA,14,NA,NA,14,14,NA,NA
14,14,NA,NA,14,NA,NA,14,NA,14,NA,NA,14,14,NA,14,14,NA,14,NA,14,14,NA,NA,NA,14,NA,14,NA,14,NA,NA,14,NA,14,14,NA,14,NA,NA,14,NA,14,14,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,14,14,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,NA,14,14,NA,14,14,14,NA,14,14,NA,NA,14,NA,14,NA,14,14,14,14,NA,14,14,NA,NA,14,14,NA,14,14,NA
14,NA,NA,14,NA,14,NA,NA,NA,NA,14,NA,14,NA,NA,14,NA,14,NA,NA,NA,NA,14,14,NA,14,14,14,NA,NA,14,NA,NA,NA,14,NA,NA,14,14,14,NA,14,NA,14,14,14,NA,NA,NA,14,14,NA,14,14,14,NA,14,14,NA,14,NA,14,14,NA,14,14,NA,14,NA,NA,14,NA,NA,14,NA,14,NA,NA,14,14,NA,NA,14,14,NA,NA,NA,NA,NA,14,14,NA,14,NA,14,14,NA,14,14,14
14,NA,NA,14,NA,NA,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,NA,14,NA,NA,NA,NA,14,NA,14,14,14,14,NA,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,NA,14,NA,14,14,14,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,14,NA,NA,14,14,NA,NA,14,NA,NA,14,14,14,NA,14,NA,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,NA,14,NA,14,NA,14,NA,14,NA,NA,NA,NA,14
NA,NA,14,NA,14,NA,14,14,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,14,14,NA,NA,NA,14,14,NA,NA,14,NA,NA,NA,14,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,14,14,14,14,14,NA,NA,14,14,NA,14,NA,NA,NA,14,NA,NA,14,NA,NA,14,NA,14,NA,14,14,NA,14,NA,14,14,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,NA,14,14,14,14,NA,14,14,14,NA
NA,NA,14,NA,NA,NA,14,NA,NA,14,14,14,NA,14,14,NA,14,NA,NA,NA,14,14,NA,NA,14,NA,14,NA,14,NA,14,14,14,14,14,NA,NA,14,NA,14,NA,14,14,NA,14,NA,14,NA,14,NA,NA,14,14,NA,14,14,NA,NA,NA,NA,NA,NA,14,14,14,14,14,14,14,NA,14,NA,14,NA,14,NA,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,14,NA,14,NA,NA,NA,NA,14,NA,14,14
14,14,14,NA,14,14,14,NA,NA,NA,14,NA,NA,14,14,NA,14,14,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14,NA,NA,14,NA,14,14,14,14,14,NA,14,NA,14,14,NA,14,14,14,14,14,14,14,NA,NA,NA,NA,14,14,NA,14,14,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,NA,NA,NA,14,NA,NA,NA,14,14,NA,14,14,NA,14,NA,NA,NA,14,NA,NA,14,NA,14,NA,NA,NA,14,NA,14
NA,NA,NA,NA,NA,NA,NA,14,NA,NA,14,NA,14,14,NA,14,14,14,14,14,14,14,14,14,14,NA,NA,NA,NA,14,14,NA,NA,14,NA,14,NA,NA,NA,NA,14,14,14,NA,14,NA,NA,NA,14,NA,NA,14,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,14,14,NA,NA,14,14,14,NA,14,14,NA,NA,14,14,14,NA,NA,14,14,14,14,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,14
NA,NA,NA,NA,14,NA,NA,14,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,14,14,NA,14,14,14,14,NA,NA,14,14,14,14,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,14,14,14,NA,14,14,14,14,NA,NA,NA,NA,14,NA,NA,14,NA,14,NA,NA,NA,14,NA,NA,14,NA,14,14,NA,NA,NA,NA,14,NA,NA,14,NA,14,NA,14,14,NA,NA,NA,NA
14,NA,14,NA,14,14,NA,NA,NA,14,14,NA,14,NA,14,NA,14,14,14,NA,14,NA,14,NA,NA,NA,14,14,14,NA,14,14,14,14,NA,NA,NA,14,14,14,14,14,14,NA,14,14,14,NA,NA,NA,NA,14,14,14,NA,14,14,NA,NA,14,NA,14,NA,NA,NA,NA,14,14,NA,14,NA,NA,NA,NA,14,NA,14,14,NA,14,NA,NA,14,14,NA,NA,14,14,NA,14,14,14,NA,NA,NA,NA,NA,14,NA,NA
NA,NA,14,NA,14,NA,14,14,14,14,NA,14,14,14,NA,14,NA,NA,NA,NA,14,NA,14,14,NA,14,NA,14,NA,NA,NA,NA,14,NA,NA,14,NA,14,14,14,NA,14,NA,14,14,14,14,14,NA,14,NA,14,NA,14,NA,NA,NA,NA,NA,14,NA,NA,14,NA,NA,14,14,14,NA,14,14,NA,14,14,14,14,14,NA,NA,14,14,14,NA,NA,14,NA,14,14,14,14,NA,NA,NA,14,NA,NA,14,NA,14,14
14,NA,NA,14,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,14,NA,NA,14,NA,NA,NA,NA,NA,14,14,14,NA,NA,14,NA,NA,14,14,14,NA,14,NA,14,NA,14,14,NA,14,14,14,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,NA,14,14,NA,NA,NA,14,14,14,14,NA,14,NA,14,NA,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,14,14,NA,NA,14,NA,NA,NA
14,NA,NA,14,14,NA,14,14,14,NA,NA,14,14,14,NA,NA,14,14,NA,NA,NA,NA,14,14,NA,14,14,NA,14,NA,14,14,14,NA,14,14,NA,NA,NA,NA,14,14,NA,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,14,14,NA,14,14,NA,14,14,14,NA,14,14,14,14,14,NA,NA,NA,NA,14,14,NA,14,NA,NA,14,14,14,14,14,14,14,NA,NA,14,NA,NA,14,14,NA,NA,NA,14,NA
NA,14,14,14,14,NA,NA,NA,NA,NA,NA,14,NA,NA,14,14,14,14,14,14,NA,14,14,14,NA,14,14,14,14,14,NA,NA,NA,14,14,14,NA,14,NA,14,14,14,14,14,14,NA,14,14,14,NA,NA,NA,NA,NA,14,NA,14,NA,NA,NA,14,NA,14,14,14,14,14,14,14,14,NA,NA,NA,NA,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,14,NA,NA,NA,14,14,14,14,14
14,14,NA,NA,14,14,14,NA,14,NA,14,NA,NA,NA,14,NA,NA,14,14,NA,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,14,14,14,14,NA,NA,NA,14,14,NA,14,14,14,NA,NA,14,NA,14,NA,NA,14,NA,14,NA,14,14,14,NA,14,NA,14,14,14,14,14,14,NA,14,NA,14,NA,NA,14,14,NA,NA,14,14,14,NA,14,14,14,14,14,14,NA,NA,NA,NA,14,14,14,14,14,14,NA
14,14,14,14,NA,NA,NA,14,14,14,NA,14,NA,NA,NA,NA,14,14,14,14,NA,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,14,14,NA,14,NA,NA,14,NA,14,NA,14,14,NA,14,14,14,14,NA,NA,14,14,14,NA,NA,14,14,NA,14,NA,14,14,14,14,14,14,NA,NA,NA,NA,14,14,NA,14,14,14,NA,14,NA,14
14,NA,14,NA,NA,NA,14,NA,NA,14,NA,NA,NA,14,14,14,NA,NA,NA,14,NA,NA,14,14,NA,NA,14,NA,14,14,NA,NA,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,NA,NA,14,14,14,14,NA,14,NA,NA,14,14,14,14,NA,14,14,NA,14,14,14,NA,14,14,14,NA,14,NA,14,14,14,NA,NA,NA,14,NA,14,NA,NA,NA,NA,14,14,NA,14,14,14,NA,NA,NA,NA,NA,14,14,NA,NA
NA,14,14,14,14,NA,14,14,14,NA,NA,NA,NA,NA,14,14,14,NA,NA,14,14,NA,NA,NA,NA,14,NA,14,NA,NA,14,14,NA,NA,NA,14,NA,NA,NA,14,NA,14,NA,NA,NA,14,14,14,14,NA,NA,NA,14,NA,14,NA,14,14,14,NA,14,NA,14,14,14,14,NA,14,NA,NA,14,14,NA,14,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA,14,NA,14,NA,14,NA,14,14,NA,NA,NA,NA,14,14
14,NA,14,NA,14,14,NA,NA,14,NA,14,14,NA,14,NA,NA,14,14,14,NA,NA,14,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,14,14,14,NA,NA,NA,14,14,NA,NA,NA,14,NA,14,14,NA,14,14,NA,14,NA,14,14,NA,NA,14,14,14,NA,14,NA,NA,14,14,14,NA,NA,14,NA,NA,NA,NA,NA,14,NA,14,14,NA,NA,NA,14,14,14,14,NA,14,NA,NA,NA,NA,NA,14,14
14,NA,NA,14,14,14,14,NA,14,14,14,NA,14,14,NA,NA,14,NA,NA,NA,14,14,NA,NA,NA,14,14,NA,14,14,NA,NA,NA,NA,14,NA,14,14,14,14,14,14,14,14,14,NA,14,NA,14,NA,NA,NA,NA,NA,14,NA,NA,14,NA,14,NA,NA,NA,14,14,NA,NA,NA,NA,NA,14,NA,14,NA,NA,14,14,NA,NA,NA,NA,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,14,14,14,NA,NA,NA,14,14
NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,NA,14,NA,14,14,NA,NA,14,14,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,14,NA,NA,14,NA,14,14,NA,NA,14,14,NA,NA,NA,NA,14,NA,NA,14,14,14,NA,14,NA,14,14,NA,14,NA,NA,14,14,14,NA,14,NA,NA,14,NA,NA,NA,NA,14,14,14,14,NA,14,14,14,14,NA,14,14,14,14,NA,14,NA,14,14,NA,14,14,NA,NA,14,14,NA
NA,NA,14,NA,NA,NA,NA,NA,NA,14,14,14,NA,14,NA,NA,NA,NA,NA,14,NA,14,NA,NA,14,NA,NA,14,14,NA,NA,NA,NA,NA,14,14,NA,14,14,NA,NA,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,14,14,14,14,14,14,NA,NA,14,NA,14,NA,14,14,14,NA,NA,14,14,NA,NA,14,14,14,NA,NA,14,14,14,14,14,NA,NA,NA,14,NA,14,14,NA,NA,NA,14,NA,NA,14,NA,NA
14,14,NA,NA,14,NA,14,14,NA,14,NA,14,14,14,14,NA,14,NA,14,14,NA,14,14,14,14,14,NA,14,NA,NA,NA,14,NA,14,NA,NA,14,NA,NA,NA,14,NA,NA,14,NA,14,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,14,14,NA,14,14,NA,14,NA,14,14,NA,NA,14,NA,14,14,14,NA,NA,NA,14,14,NA,14,14,14,NA,14,14,14,NA,NA,NA,NA,NA,14,14,NA,NA,14,14,14,14,14
NA,NA,14,14,14,NA,NA,14,14,14,NA,14,14,NA,NA,14,NA,NA,14,14,NA,14,14,NA,14,NA,14,NA,14,NA,NA,NA,NA,14,14,14,NA,14,NA,NA,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,NA,14,NA,NA,14,14,NA,14,NA,NA,14,14,NA,14,NA,14,14,NA,NA,14,14,NA,14,14,14,14,14,14,14,14,14,NA,NA,NA,NA,14,14,NA,NA,14,NA,14,NA,NA,NA,14,NA
14,NA,14,14,14,NA,NA,14,NA,14,14,NA,14,14,NA,NA,14,NA,NA,14,14,NA,14,NA,14,14,NA,NA,14,NA,14,NA,14,14,NA,NA,14,NA,14,14,NA,14,14,NA,14,14,NA,14,NA,NA,14,14,14,14,14,14,14,NA,14,NA,14,14,14,NA,NA,14,NA,NA,NA,14,NA,14,14,NA,14,NA,NA,NA,NA,NA,NA,14,NA,14,14,NA,NA,14,14,14,14,NA,NA,NA,14,14,14,14,14,14
NA,NA,NA,NA,14,NA,14,NA,NA,14,14,NA,14,NA,14,14,NA,14,NA,NA,14,NA,14,NA,14,14,14,14,NA,14,14,NA,NA,14,14,NA,NA,NA,NA,NA,14,NA,NA,14,NA,NA,14,14,NA,14,NA,NA,14,14,NA,14,NA,14,NA,NA,NA,NA,NA,14,14,14,14,NA,NA,14,NA,14,14,NA,14,14,14,14,14,NA,NA,NA,14,14,14,NA,14,NA,14,NA,NA,NA,14,14,NA,14,NA,NA,14,14
14,14,14,NA,NA,14,14,14,NA,NA,NA,NA,14,NA,14,14,14,14,14,NA,NA,14,14,NA,14,14,14,14,14,NA,NA,14,NA,14,NA,NA,14,NA,NA,14,NA,NA,14,NA,14,14,14,14,14,14,NA,NA,NA,NA,14,NA,14,14,NA,NA,14,NA,NA,NA,14,14,14,14,14,14,14,NA,NA,14,NA,NA,14,NA,NA,NA,14,14,NA,14,14,NA,14,NA,14,14,NA,14,14,NA,NA,14,14,14,14,14
14,14,14,14,14,14,NA,NA,NA,14,NA,14,NA,14,NA,NA,NA,NA,NA,14,NA,14,14,14,NA,14,14,14,14,NA,NA,14,14,NA,14,14,NA,14,14,NA,14,14,14,NA,14,NA,NA,14,14,14,14,NA,14,14,14,NA,NA,14,14,14,NA,NA,NA,NA,14,14,14,NA,14,NA,14,NA,NA,14,14,NA,14,NA,NA,14,14,14,14,NA,14,14,14,14,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,14
NA,15,15,NA,15,NA,15,NA,15,NA,15,NA,15,NA,NA,NA,15,NA,15,15,15,NA,15,15,NA,NA,15,NA,15,15,NA,15,15,15,NA,15,NA,NA,15,15,NA,NA,NA,15,15,15,15,NA,15,15,15,15,NA,NA,15,15,NA,NA,15,NA,15,NA,NA,15,15,NA,NA,15,15,NA,15,NA,15,NA,15,NA,NA,15,NA,15,15,15,15,15,15,NA,NA,15,15,15,NA,NA,NA,NA,15,15,NA,15,NA,15
15,NA,15,15,NA,15,NA,NA,NA,15,15,NA,NA,15,15,NA,NA,15,NA,15,NA,15,15,NA,15,NA,15,15,15,15,15,15,NA,15,NA,15,NA,15,NA,15,15,15,15,NA,15,15,NA,15,15,15,15,NA,15,15,NA,15,15,NA,15,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,15,15,NA,15,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,15,15,NA,15,15,15,NA,15
NA,NA,15,NA,NA,NA,NA,NA,15,15,15,15,15,15,15,NA,15,NA,NA,15,NA,15,NA,15,NA,NA,15,15,15,NA,NA,15,15,NA,15,NA,15,15,NA,NA,15,15,NA,NA,15,NA,15,NA,15,NA,NA,15,15,NA,15,15,15,15,NA,NA,NA,15,15,15,NA,15,15,NA,15,NA,NA,15,NA,NA,NA,15,15,15,15,15,NA,NA,15,15,15,15,NA,15,15,15,NA,15,15,15,15,15,NA,NA,NA,15
NA,15,15,15,NA,NA,NA,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15,15,NA,15,15,NA,NA,NA,15,15,15,NA,15,NA,15,NA,NA,15,15,15,NA,NA,NA,NA,15,NA,15,15,15,NA,15,NA,NA,NA,NA,NA,NA,15,15,15,15,NA,15,NA,15,NA,15,NA,15,NA,NA,NA,NA,NA,15,15,NA,15,15,NA,15,NA,15,NA,15,15,15,15,NA,NA,15,15,NA,15,15,15,NA,NA,NA,15,15,NA,15
NA,NA,NA,15,NA,15,15,15,15,NA,NA,NA,15,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,15,NA,15,NA,15,NA,NA,15,NA,NA,15,NA,NA,15,15,15,NA,NA,15,15,NA,15,NA,15,NA,NA,15,15,15,15,NA,15,15,15,15,NA,NA,NA,15,NA,15,15,15,NA,15,NA,NA,NA,NA,15,15,15,NA,15,15,NA,NA,15,NA,NA,NA,15,NA,NA,15,NA,15,NA,15,NA,15,NA,15,15,15
15,15,15,15,NA,15,NA,NA,NA,15,15,15,NA,15,NA,NA,NA,15,15,NA,15,NA,15,15,15,NA,NA,15,15,NA,15,NA,NA,15,15,NA,15,15,15,NA,15,NA,15,NA,15,NA,15,NA,15,15,NA,15,15,NA,NA,15,NA,NA,NA,NA,15,NA,NA,15,NA,NA,15,15,NA,NA,15,15,15,NA,NA,15,NA,15,NA,NA,15,15,15,NA,15,NA,NA,15,15,15,NA,15,NA,15,15,NA,NA,15,NA,15
NA,15,NA,NA,NA,NA,15,15,NA,15,15,15,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,15,15,NA,NA,15,NA,15,NA,15,15,15,15,NA,15,NA,15,NA,NA,15,NA,15,NA,NA,NA,15,15,15,15,15,NA,15,15,NA,15,NA,15,NA,15,15,NA,NA,15,15,15,NA,15,NA,15,NA,NA,NA,NA,NA,15,15,NA,NA,15,NA,15,15,NA,NA,NA,NA,15,15,15,15,15,15,15,15,NA,15,NA,15,15
NA,15,15,NA,NA,NA,NA,15,15,NA,NA,NA,15,NA,NA,NA,15,15,15,15,NA,15,15,NA,NA,15,15,15,NA,NA,15,15,15,NA,15,15,15,15,15,NA,NA,15,NA,15,NA,15,NA,NA,NA,NA,NA,15,15,15,15,NA,15,15,NA,NA,NA,NA,15,NA,15,NA,15,15,15,NA,NA,15,NA,NA,15,15,NA,15,NA,15,15,NA,15,15,15,NA,15,NA,NA,15,NA,NA,15,15,NA,NA,NA,15,NA,NA
NA,NA,NA,15,NA,NA,15,NA,15,15,15,NA,NA,NA,15,15,15,NA,15,15,NA,15,15,15,NA,15,NA,15,NA,NA,NA,15,15,NA,15,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,15,15,15,NA,15,15,15,NA,15,15,NA,NA,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,15,15,NA,15,NA,NA,15,15,15,15,15,NA,15,15,NA,NA,NA,NA,15,NA,NA,NA,15,15,NA
NA,15,NA,15,15,15,NA,NA,NA,15,NA,15,15,NA,15,15,NA,NA,NA,NA,NA,15,15,15,15,NA,15,15,15,15,15,15,NA,NA,15,15,NA,NA,NA,NA,15,15,15,NA,15,15,NA,15,NA,NA,NA,NA,NA,NA,NA,15,15,15,15,NA,15,15,15,NA,15,NA,NA,NA,NA,NA,NA,15,NA,NA,15,15,15,NA,15,NA,15,15,NA,15,15,15,NA,15,15,15,15,15,NA,NA,NA,15,NA,NA,15,15
NA,NA,15,15,15,15,NA,15,NA,15,15,15,NA,15,NA,15,15,15,NA,NA,15,15,NA,NA,15,15,15,15,15,15,NA,15,NA,15,15,NA,15,NA,15,NA,NA,15,15,15,NA,15,15,NA,15,15,NA,NA,NA,NA,15,15,15,15,15,NA,NA,15,NA,15,NA,NA,NA,15,NA,NA,NA,15,NA,NA,15,15,NA,15,NA,15,15,NA,15,15,15,15,15,15,15,NA,NA,NA,15,NA,NA,15,NA,NA,NA,15
15,15,15,15,15,NA,15,15,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,15,NA,15,15,NA,15,NA,NA,15,15,15,15,NA,NA,NA,NA,NA,NA,15,NA,15,15,15,NA,NA,NA,NA,15,NA,15,NA,NA,NA,NA,15,15,NA,NA,15,15,NA,NA,NA,15,15,NA,NA,15,NA,15,15,NA,15,15,15,15,NA,15,15,15,NA,15,15,NA,NA,15,NA,15,NA,NA,15,NA,15,NA,NA,15,NA,15,NA,15,NA
NA,NA,NA,NA,NA,15,15,NA,15,15,15,NA,15,NA,NA,NA,15,NA,15,15,15,NA,NA,15,15,NA,NA,15,15,15,NA,15,15,15,15,15,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,15,NA,15,15,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,15,15,NA,15,NA,NA,15,15,NA,NA,NA,NA,15,NA,NA,15,15,NA,15,NA,15,NA,NA,15,15,15,15,15,15,15,NA,15,NA
15,NA,15,15,15,15,NA,NA,15,15,15,15,NA,NA,15,NA,15,NA,15,NA,NA,15,15,NA,NA,NA,NA,15,NA,15,15,NA,15,15,NA,NA,15,15,NA,15,15,15,NA,NA,NA,NA,15,NA,15,15,15,NA,NA,NA,NA,NA,15,NA,NA,NA,15,15,15,15,15,15,15,NA,NA,15,NA,NA,15,NA,15,NA,NA,15,NA,NA,NA,NA,NA,15,15,NA,NA,NA,15,15,15,NA,15,NA,15,15,15,15,15,NA
NA,15,15,15,15,NA,15,NA,15,NA,15,NA,NA,15,15,NA,15,15,15,NA,15,NA,15,15,15,15,15,NA,15,15,15,15,NA,15,15,15,15,NA,15,NA,15,15,15,NA,NA,NA,NA,NA,15,NA,NA,NA,15,NA,NA,15,NA,NA,15,15,NA,NA,NA,15,15,15,15,15,15,15,NA,NA,NA,15,15,NA,15,15,NA,15,NA,15,NA,NA,NA,15,NA,NA,15,15,NA,15,NA,NA,15,NA,NA,NA,NA,NA
15,15,NA,NA,NA,15,NA,NA,15,15,NA,NA,15,NA,NA,NA,15,NA,NA,NA,15,15,15,15,NA,NA,15,15,15,15,NA,NA,15,15,15,NA,15,15,15,15,NA,15,NA,15,NA,15,15,15,15,NA,NA,15,15,15,15,NA,15,15,NA,15,NA,NA,NA,15,NA,15,NA,15,NA,15,15,15,NA,15,15,15,NA,15,NA,NA,15,NA,15,NA,15,15,15,NA,NA,15,15,15,NA,15,NA,NA,NA,15,NA,15
15,NA,15,NA,NA,15,15,NA,NA,15,15,15,NA,NA,NA,15,15,NA,NA,NA,NA,NA,15,15,NA,NA,NA,15,15,NA,NA,NA,15,15,15,15,NA,15,15,NA,NA,NA,15,NA,15,NA,15,15,NA,NA,NA,NA,NA,NA,15,NA,15,NA,NA,NA,15,NA,15,15,15,NA,NA,15,15,15,NA,15,15,NA,NA,15,NA,NA,15,15,NA,NA,NA,15,NA,15,15,15,15,15,15,15,15,NA,15,NA,15,NA,NA,15
15,15,15,15,15,NA,NA,15,NA,15,15,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,15,15,NA,NA,NA,15,15,NA,15,15,15,15,NA,15,15,15,15,15,NA,15,NA,15,15,NA,NA,15,NA,15,NA,NA,NA,15,NA,NA,15,NA,15,NA,15,15,15,NA,15,15,15,NA,15,15,15,NA,15,NA,NA,15,15,NA,15,15,15,NA,15,15,NA,15,15,15,NA,NA,NA,NA,NA,NA,15,15,NA,15,NA,15
NA,NA,NA,NA,15,NA,15,NA,15,NA,NA,NA,NA,NA,15,15,15,NA,15,15,NA,NA,15,NA,NA,NA,15,NA,15,15,15,15,NA,15,NA,15,NA,NA,15,NA,15,NA,NA,15,NA,15,NA,15,NA,15,15,NA,NA,15,15,15,NA,NA,15,15,15,NA,15,NA,NA,NA,15,15,NA,NA,15,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,15,NA,15,NA,NA,15,15,NA,NA,NA,NA,15,15,NA,NA,15,NA,15,NA
NA,15,NA,15,15,15,NA,NA,15,NA,NA,NA,NA,15,NA,NA,NA,15,NA,15,15,15,15,15,15,NA,15,15,15,15,NA,NA,15,15,NA,NA,15,NA,NA,NA,NA,15,NA,15,15,15,NA,NA,NA,15,NA,NA,15,NA,15,15,15,NA,NA,NA,NA,15,15,NA,NA,15,15,NA,15,NA,NA,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,15,15,NA,15,15,NA,NA,15,15,NA,15,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,15,15,15,15,NA,NA,15,15,NA,NA,15,15,NA,NA,NA,NA,15,NA,NA,NA,NA,15,NA,NA,15,15,15,15,NA,15,NA,15,NA,NA,NA,NA,NA,15,NA,NA,NA,15,15,15,NA,NA,NA,NA,15,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,15,15,NA,15,15,15,NA,15,NA,15,NA,NA,NA,NA,NA,NA,15,15,NA,15,15,15
NA,NA,15,NA,NA,NA,NA,15,NA,15,NA,15,NA,NA,15,NA,15,15,15,15,NA,15,NA,15,15,NA,15,NA,15,NA,15,15,NA,NA,15,NA,NA,NA,15,15,NA,15,NA,15,NA,NA,NA,NA,15,15,15,15,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,15,NA,15,15,15,15,15,NA,15,15,15,15,15,NA,NA,NA,NA,NA,15,NA,15,NA,NA,15,NA,15,NA,15,NA,NA,15,15,15,NA,NA,15,NA
